,rag,common_entity,entity1,entity2,entity3,entity4
16522,Alexis Serna Romaña,A. Serna,Alianza Petrolera,28,Colombia,Colombian Liga Postobón
16523,Rakan Shamlan Al-Enezi,R. Al Shamlan,Al Shabab,27,Saudi Arabia,Saudi Abdul L. Jameel League
16524,Griffin Dorsey,G. Dorsey,Toronto FC,19,United States,USA Major League Soccer
16525,Franco Raúl González,F. González,Godoy Cruz,32,Argentina,Argentina Primera División
16526,Michael Olczyk,M. Olczyk,Arka Gdynia,21,Poland,Polish T-Mobile Ekstraklasa
16527,Jonas Vatne Brauti,J. Brauti,Stabæk Fotball,84,Norway,Norwegian Eliteserien
16528,Jesper Löfgren,J. Löfgren,SK Brann,6,Sweden,Norwegian Eliteserien
16529,Luis Barraza,L. Barraza,New York City FC,13,United States,USA Major League Soccer
16530,Erlend Tolnes Sørhøy,E. Sørhøy,Ranheim Fotball,22,Norway,Norwegian Eliteserien
16531,Carlos Terán Díaz,C. Terán,Envigado FC,26,Colombia,Colombian Liga Postobón
16532,童晓星,Tong Xiaoxing,Wuhan FC,27,China PR,Chinese Super League
16533,罗毅,Luo Yi,Wuhan FC,7,China PR,Chinese Super League
16534,Yimmi Andrés Congo Caicedo,J. Congo,Deportivo Cali,38,Colombia,Colombian Liga Postobón
16535,Tate Schmitt,T. Schmitt,Real Salt Lake,21,United States,USA Major League Soccer
16536,米原 秀亮,S. Yonehara,Matsumoto Yamaga FC,22,Japan,Japanese J. League Division 1
16537,Leonidas Stergiou,L. Stergiou,FC St. Gallen 1879,4,Switzerland,Swiss Super League
16538,田中 謙吾,K. Tanaka,Matsumoto Yamaga FC,23,Japan,Japanese J. League Division 1
16539,Artem Sokol,A. Sokol,Tromsø IL,2,Russia,Norwegian Eliteserien
16540,Hassani Dotson Stephenson,H. Dotson,Minnesota United FC,31,United States,USA Major League Soccer
16541,Nassim el Ablak,N. el Ablak,Fortuna Sittard,24,Netherlands,Holland Eredivisie
16542,李晋庆,Li Jinqing,Shenzhen FC,22,China PR,Chinese Super League
16543,Richie Loughty,R. Loughty,Bury,2,England,English League One
16544,Cristian Blanco Betancur,C. Blanco,Atlético Nacional,15,Colombia,Colombian Liga Postobón
16545,Bertie Smith-Hylton,B. Smith-Hylton,Bury,26,England,English League One
16546,Egil Selvik,E. Selvik,Odds BK,12,Norway,Norwegian Eliteserien
16547,Kamal Anthony Miller,K. Miller,Orlando City Soccer Club,27,Canada,USA Major League Soccer
16548,김태환 Tae Hwan Kim,Kim Tae Hwan,Suwon Samsung Bluewings,66,Korea Republic,Korean K League 1
16549,Vincent Gembalies,V. Gembalies,MSV Duisburg,26,Germany,German 3. Bundesliga
16550,Izaack Powell,I. Powell,Brisbane Roar,28,Australia,Australian Hyundai A-League
16551,Jørgen Olsen Øveraas,J. Olsen Øveraas,Ranheim Fotball,2,Norway,Norwegian Eliteserien
16552,Ionuț Daniel Șerban,I. Șerban,FC Dinamo 1948 Bucureşti,23,Romania,Romanian Liga I
16553,Santiago Moreno,S. Moreno,América de Cali,30,Colombia,Colombian Liga Postobón
16554,Andrei Cristea-David,A. Cristea,Gaz Metan Mediaş,30,Romania,Romanian Liga I
16555,Alexandru Piftor,A. Piftor,FC Botoşani,31,Romania,Romanian Liga I
16556,Carlo Roberto Casap,C. Casap,FC Viitorul Constanța,8,Romania,Romanian Liga I
16557,Stylianos Kokovas,S. Kokovas,VfL Bochum 1848,38,Greece,German 2. Bundesliga
16558,Jesús Alejandro Gómez Molina,J. Gómez,Club Atlas,82,Mexico,Mexican Liga MX
16559,Martín Zubimendi Ibáñez,Zubimendi,Real Sociedad,31,Spain,Spain Primera Division
16560,José Daniel Bandez Salazar,J. Bandez,CD Antofagasta,24,Venezuela,Chilian Campeonato Nacional
16561,Amadou Konaté,A. Konaté,FK Bodø/Glimt,19,Mali,Norwegian Eliteserien
16562,Enzo Nicolás Ferrario Arguello,E. Ferrario,Universidad Católica,31,Chile,Chilian Campeonato Nacional
16563,Mikael Tørset Johnsen,M. Johnsen,Rosenborg BK,37,Norway,Norwegian Eliteserien
16564,Ştefan Ionuț Rusu,Ș. Rusu,CSM Politehnica Iași,28,Romania,Romanian Liga I
16565,Eleuterio Jiménez Contreras,E. Jiménez,Club Atlas,28,Mexico,Mexican Liga MX
16566,Samir Sophian Chergui,S. Chergui,AJ Auxerre,33,France,French Ligue 2
16567,Dawid Szot,D. Szot,Wisła Kraków,43,Poland,Polish T-Mobile Ekstraklasa
16568,Jan Just,J. Just,SV Waldhof Mannheim 07,22,Germany,German 3. Bundesliga
16569,Jesse Weißenfels,J. Weißenfels,SV Waldhof Mannheim 07,11,Germany,German 3. Bundesliga
16570,Matthew Warburton,M. Warburton,Northampton Town,20,England,English League Two
16571,Hugo Garcia,H. Garcia,Rodez Aveyron Football,24,France,French Ligue 2
16572,Jimmy Knowles,J. Knowles,Mansfield Town,34,England,English League Two
16573,Thomas Secchi,T. Secchi,Rodez Aveyron Football,30,France,French Ligue 2
16574,Paul Horschig,P. Horschig,FC Erzgebirge Aue,39,Germany,German 2. Bundesliga
16575,Nesta Guinness-Walker,N. Guinness-Walker,AFC Wimbledon,18,England,English League One
16576,Joshua Mroß,J. Mroß,Chemnitzer FC,22,Germany,German 3. Bundesliga
16577,Patrick Osterhage,P. Osterhage,Borussia Dortmund,31,Germany,German 1. Bundesliga
16578,Maciej Wolski,M. Wolski,ŁKS Łódź,6,Poland,Polish T-Mobile Ekstraklasa
16579,Tyrese Sinclair,T. Sinclair,Mansfield Town,33,England,English League Two
16580,Iustin Alin Popescu,I. Popescu,AFC Chindia Târgoviște,1,Romania,Romanian Liga I
16581,Adrian Mihai Ioniță,A. Ioniță,AFC Chindia Târgoviște,3,Romania,Romanian Liga I
16582,Andrei Ioan Cordea,A. Cordea,AFC Hermannstadt,8,Romania,Romanian Liga I
16583,Alessio Carlone,A. Carlone,CSM Politehnica Iași,11,Belgium,Romanian Liga I
16584,Flemming Niemann,F. Niemann,FC Carl Zeiss Jena,1,Germany,German 3. Bundesliga
16585,Maximilian Rohr,M. Rohr,FC Carl Zeiss Jena,3,Germany,German 3. Bundesliga
16586,Ryan Bouallak,R. Bouallak,ESTAC Troyes,1,France,French Ligue 2
16587,Filip Bainović,F. Bainović,Górnik Zabrze,44,Serbia,Polish T-Mobile Ekstraklasa
16588,Uroš Đuranović,U. Đuranović,Korona Kielce,23,Montenegro,Polish T-Mobile Ekstraklasa
16589,Tomáš Huk,T. Huk,Piast Gliwice,23,Slovakia,Polish T-Mobile Ekstraklasa
16590,Ouparine Djoco,O. Djoco,Clermont Foot 63,40,France,French Ligue 2
16591,Calvin Bombo,C. Bombo,ESTAC Troyes,18,France,French Ligue 2
16592,Christian Andrés Mina Reyes,C. Mina,Cúcuta Deportivo,24,Colombia,Colombian Liga Postobón
16593,Jean Hugonet,J. Hugonet,Paris FC,5,France,French Ligue 2
16594,Ianoș Brînză,I. Brînză,FC Botoşani,22,Moldova,Romanian Liga I
16595,Dominik Steczyk,D. Steczyk,Piast Gliwice,71,Poland,Polish T-Mobile Ekstraklasa
16596,Jad Mouaddib,J. Mouaddib,Stade Malherbe Caen,12,France,French Ligue 2
16597,Aljaž Casar,A. Casar,SC Rheindorf Altach,23,Slovenia,Austrian Football Bundesliga
16598,Khalid Abdulaziz Al-Khathlan,K. Al Khathlan,Abha Club,4,Saudi Arabia,Saudi Abdul L. Jameel League
16599,Sami Matoug,S. Matoug,Paris FC,6,France,French Ligue 2
16600,Yusuf Türk,Y. Türk,Gazişehir Gaziantep F.K.,28,Turkey,Turkish Süper Lig
16601,Josh Neufville,J. Neufville,Luton Town,35,England,English League Championship
16602,Stephan Mensah,S. Mensah,SpVgg Unterhaching,16,Germany,German 3. Bundesliga
16603,Robert Ionuţ Grecu,R. Grecu,AFC Astra Giurgiu,78,Romania,Romanian Liga I
16604,Oan Djorkaeff,O. Djorkaeff,St. Mirren,23,France,Scottish Premiership
16605,Bernaldo Antonio Manzano Barón,B. Manzano,Club Deportes Tolima,6,Venezuela,Colombian Liga Postobón
16606,Ababacar Moustapha Lô,A. Lô,FC Metz,15,Senegal,French Ligue 1
16607,Raouf Mroivili,R. Mroivili,FC Metz,25,France,French Ligue 1
16608,Israel Reyes Romero,I. Reyes,Club Atlas,87,Mexico,Mexican Liga MX
16609,Ömer Uzun,Ö. Uzun,Yukatel Kayserispor,21,Germany,Turkish Süper Lig
16610,Blankson Anoff,B. Anoff,Clermont Foot 63,13,Ghana,French Ligue 2
16611,Patrick Flottmann,P. Flottmann,Sydney FC,2,Australia,Australian Hyundai A-League
16612,Rob Nizet,R. Nizet,Norwich City,63,Belgium,English Premier League
16613,Stan Van Dessel,S. Van Dessel,Sint-Truidense VV,19,Belgium,Belgian Jupiler Pro League
16614,Ramiro Ruiz Rodríguez,R. Ruiz,Atlético Tucumán,35,Argentina,Argentina Primera División
16615,Leonardo Lukačević,L. Lukacevic,FC Flyeralarm Admira,37,Austria,Austrian Football Bundesliga
16616,Luca Mack,L. Mack,VfB Stuttgart,36,Germany,German 2. Bundesliga
16617,Dylan Raphaël Colette Fage,D. Fage,Oldham Athletic,18,France,English League Two
16618,David Nemeth,D. Nemeth,SV Mattersburg,2,Austria,Austrian Football Bundesliga
16619,Sorin Dănuț Șerban,S. Șerban,FCSB (Steaua),22,Romania,Romanian Liga I
16620,Andrei Iuliu Haţiegan,I. Hațiegan,CSM Politehnica Iași,99,Romania,Romanian Liga I
16621,Nicolas Sullivan,N. Sullivan,Western Sydney Wanderers,22,Australia,Australian Hyundai A-League
16622,Falah Waleed Juma Alsouri Aljneibi,F. Waleed,Al Ain FC,24,United Arab Emirates,Rest of World
16623,Mousa Zoulan,M. Zoulan,Damac FC,26,Saudi Arabia,Saudi Abdul L. Jameel League
16624,Enrico Del Prato,E. Del Prato,Livorno,15,Italy,Italian Serie B
16625,Ulaş Zengin,U. Zengin,Gazişehir Gaziantep F.K.,4,Turkey,Turkish Süper Lig
16626,Mike Grim,M. Grim,RKC Waalwijk,22,Netherlands,Holland Eredivisie
16627,Juan José Miguel Busto,J. Miguel,Club Universidad Nacional,30,Mexico,Mexican Liga MX
16628,Youri Schoonderwaldt,Y. Schoonderwaldt,ADO Den Haag,35,Netherlands,Holland Eredivisie
16629,Victor Oluyemi Olatunji,V. Olatunji,SV Mattersburg,34,Nigeria,Austrian Football Bundesliga
16630,Damian Pawłowski,D. Pawłowski,Pogoń Szczecin,70,Poland,Polish T-Mobile Ekstraklasa
16631,André Österholm,A. Österholm,IK Sirius,11,Sweden,Swedish Allsvenskan
16632,Jules Sylvestre-Brac,J. Sylvestre-Brac,Grenoble Foot 38,35,France,French Ligue 2
16633,Levin Wanner,L. Wanner,FC Thun,38,Switzerland,Swiss Super League
16634,Ramazan Emirhan Civelek,E. Civelek,Yukatel Kayserispor,2,Turkey,Turkish Süper Lig
16635,林 大地,D. Hayashi,Sagan Tosu,31,Japan,Japanese J. League Division 1
16636,イサカ ゼイン,Z. Issaka,Kawasaki Frontale,35,Japan,Japanese J. League Division 1
16637,Markus Garborg Fjørtoft,M. Fjörtoft,Hamilton Academical FC,27,Norway,Scottish Premiership
16638,Raffaele Cretaro,R. Cretaro,Finn Harps,10,Republic of Ireland,Rep. Ireland Airtricity League
16639,John Russell,J. Russell,Sligo Rovers,18,Republic of Ireland,Rep. Ireland Airtricity League
16640,孙寿博,Sun Shoubo,Wuhan FC,23,China PR,Chinese Super League
16641,川俣 慎一郎,S. Kawamata,Kashima Antlers,29,Japan,Japanese J. League Division 1
16642,Ryan James Watson,R. Watson,Northampton Town,8,England,English League Two
16643,Michael McCrudden,M. McCrudden,Derry City,10,Northern Ireland,Rep. Ireland Airtricity League
16644,Niall Corbet,N. Corbet,Bohemian FC,21,Republic of Ireland,Rep. Ireland Airtricity League
16645,Luke Vincent Conlan,L. Conlan,Morecambe,3,Northern Ireland,English League Two
16646,Tony McNamee,T. McNamee,Finn Harps,26,Republic of Ireland,Rep. Ireland Airtricity League
16647,Alexander Sena Kudjoe Addai,A. Addai,Cheltenham Town,16,England,English League Two
16648,Areli Betsiel Hernández Huerta,A. Hernández,Gallos Blancos de Querétaro,12,Mexico,Mexican Liga MX
16649,이승규 Seung Kyu Lee,Lee Seung Kyu,Gangwon FC,21,Korea Republic,Korean K League 1
16650,David Philani Moyo,D. Moyo,Hamilton Academical FC,20,Zimbabwe,Scottish Premiership
16651,황성민 Sung Min Hwang,Hwang Sung Min,Jeju United FC,1,Korea Republic,Korean K League 1
16652,Rhys Derek Oates,R. Oates,Morecambe,18,England,English League Two
16653,김종필 金鐘必,Kim Jong Pil,Gyeongnam FC,50,Korea Republic,Korean K League 1
16654,Kyle Zobeck,K. Zobeck,FC Dallas,30,United States,USA Major League Soccer
16655,Olíver Sigurjónsson,O. Sigurjónsson,FK Bodø/Glimt,23,Iceland,Norwegian Eliteserien
16656,Marco Vincenzo Raimondo-Metzger,M. Raimondo-Metzger,TSV 1860 München,6,Germany,German 3. Bundesliga
16657,栗原 勇蔵,Y. Kurihara,Yokohama F. Marinos,4,Japan,Japanese J. League Division 1
16658,Mark Anthony Timlin,M. Timlin,Finn Harps,11,Republic of Ireland,Rep. Ireland Airtricity League
16659,Cristian Arco Cabello,Cristian Arco,Cádiz CF,27,Spain,Spanish Segunda División
16660,Tomasz Dejewski,T. Dejewski,Lech Poznań,13,Poland,Polish T-Mobile Ekstraklasa
16661,Ciarán Gallagher,C. Gallagher,Finn Harps,1,Republic of Ireland,Rep. Ireland Airtricity League
16662,方镜淇,Fang Jingqi,Tianjin Quanjian FC,22,China PR,Chinese Super League
16663,沈俊,Shen Jun,Shanghai Shenhua FC,1,China PR,Chinese Super League
16664,杨一虎,Yang Yihu,Beijing Renhe FC,37,China PR,Chinese Super League
16665,崔明安,Cui Ming'an,Dalian Professional Football Club,26,China PR,Chinese Super League
16666,孙国文,Sun Guowen,Dalian Professional Football Club,11,China PR,Chinese Super League
16667,Francesco Karkalis,F. Karkalis,Pescara,39,Italy,Italian Serie B
16668,Alex Palmer,A. Palmer,Plymouth Argyle,24,England,English League Two
16669,季骁宣,Ji Xiaoxuan,AJ Auxerre,10,China PR,French Ligue 2
16670,Frederik August Albrecht Schram,F. Schram,SønderjyskE,36,Iceland,Danish Superliga
16671,董岩锋,Dong YanFeng,Dalian Professional Football Club,22,China PR,Chinese Super League
16672,Rory Feely,R. Feely,Waterford FC,2,Republic of Ireland,Rep. Ireland Airtricity League
16673,Mark John Shelton,M. Shelton,Salford City,19,England,English League Two
16674,彭睿,Peng Rui,Tianjin Jinmen Tiger FC,16,China PR,Chinese Super League
16675,Jack McMillan,J. McMillan,Livingston FC,21,Scotland,Scottish Premiership
16676,Mohamed Zeroual,M. Zeroual,KV Mechelen,37,Belgium,Belgian Jupiler Pro League
16677,Pablo Benítez Alveal,P. Benitez,CD Universidad de Concepción,12,Chile,Chilian Campeonato Nacional
16678,Tadhg Ryan,T. Ryan,Cork City,23,Republic of Ireland,Rep. Ireland Airtricity League
16679,Charlie Terrence Cooper,C. Cooper,Forest Green Rovers,27,England,English League Two
16680,Gustav Klitgård Dahl,G. Dahl,Silkeborg IF,15,Denmark,Danish Superliga
16681,Hasan Hüseyin Duman,H. Duman,Strømsgodset IF,36,Norway,Norwegian Eliteserien
16682,Samuel Mark Lavelle,S. Lavelle,Morecambe,16,Scotland,English League Two
16683,Dario Nicola Marzino,D. Marzino,BSC Young Boys,40,Switzerland,Swiss Super League
16684,Louis Jones,L. Jones,Doncaster Rovers,13,England,English League One
16685,Habib Yasseen Kadhim Al-Wotayan,H. Al Watyan,Al Fateh,30,Saudi Arabia,Saudi Abdul L. Jameel League
16686,Daniel Steven Devine,D. Devine,Bradford City,24,England,English League Two
16687,Alfie George Alexander Kilgour,A. Kilgour,Bristol Rovers,15,England,English League One
16688,Sebastian Pedersen,S. Pedersen,Strømsgodset IF,9,Norway,Norwegian Eliteserien
16689,Calum Waters,C. Waters,St. Mirren,3,Scotland,Scottish Premiership
16690,Ricardo Javier Cruz González,R. Cruz,Deportivo Toluca,24,Mexico,Mexican Liga MX
16691,Lewis Butroid,L. Butroid,Scunthorpe United,16,England,English League Two
16692,Leon Ross Nikoro Davies,L. Davies,Cambridge United,17,England,English League Two
16693,Bradley Stevenson,B. Stevenson,Gillingham,31,England,English League One
16694,Luis Aníbal Mosquera Moreno,A. Mosquera,Club Unión Magdalena S.A,19,Colombia,Colombian Liga Postobón
16695,Thomas Heward-Belle,T. Heward-Belle,Sydney FC,20,Australia,Australian Hyundai A-League
16696,Mario Shabow,M. Shabow,Central Coast Mariners,23,Australia,Australian Hyundai A-League
16697,林 瑞輝,M. Hayashi,Gamba Osaka,23,Japan,Japanese J. League Division 1
16698,Liam Steven Gibson,L. Gibson,Grimsby Town,3,England,English League Two
16699,명준재 Joon Jae Myeong,Myeong Joon Jae,Incheon United FC,23,Korea Republic,Korean K League 1
16700,Mikey Place,M. Place,Finn Harps,15,Republic of Ireland,Rep. Ireland Airtricity League
16701,정치인 郑治仁,Jeong Chee In,Daegu FC,32,Korea Republic,Korean K League 1
16702,Yahya Khormi,Y. Khormi,Al Taawoun,35,Saudi Arabia,Saudi Abdul L. Jameel League
16703,Andre Rawls,A. Rawls,Colorado Rapids,15,United States,USA Major League Soccer
16704,Linus Max Obexer,L. Obexer,FC Lugano,21,Switzerland,Swiss Super League
16705,Jason Law,J. Law,Mansfield Town,26,England,English League Two
16706,David Ayomide Kasumu,D. Kasumu,Milton Keynes Dons,29,Nigeria,English League One
16707,Corey James John O'Keeffe,C. O'Keeffe,Macclesfield Town,16,Republic of Ireland,English League Two
16708,Andrew Lee Fisher,A. Fisher,Blackburn Rovers,33,England,English League Championship
16709,David Sesay,D. Sesay,Crawley Town,18,England,English League Two
16710,Zachary Louvaine Mills,Z. Mills,Oldham Athletic,2,England,English League Two
16711,Mohammed Al Saeed,M. Al Saeed,Al Fateh,18,Saudi Arabia,Saudi Abdul L. Jameel League
16712,龙威,Long Wei,Henan Songshan Longmen FC,22,China PR,Chinese Super League
16713,Martin Ove Roseth,M. Roseth,Molde FK,25,Norway,Norwegian Eliteserien
16714,Hussain Ali Al Jasim,H. Al Jasim,Al Adalah,33,Saudi Arabia,Saudi Abdul L. Jameel League
16715,Samuel Tshiayima Nombe,S. Nombe,Milton Keynes Dons,27,England,English League One
16716,Rauf Öktem,R. Öktem,Aytemiz Alanyaspor,16,Turkey,Turkish Süper Lig
16717,Nicolás Fernando Cordero,N. Cordero,Club Atlético Huracán,19,Argentina,Argentina Primera División
16718,Aksel Aktaş,A. Aktas,Yukatel Kayserispor,19,Turkey,Turkish Süper Lig
16719,Steven Alzate,S. Alzate,Brighton & Hove Albion,37,England,English Premier League
16720,Harry Jack Darling,H. Darling,Cambridge United,16,England,English League Two
16721,Edi Sylisufaj,E. Sylisufaj,Falkenbergs FF,17,Sweden,Swedish Allsvenskan
16722,Pavle Vagić,P. Vagic,AFC Eskilstuna,4,Sweden,Swedish Allsvenskan
16723,Colm Deasy,C. Deasy,Finn Harps,2,Republic of Ireland,Rep. Ireland Airtricity League
16724,Jonas Dakir,J. Dakir,Randers FC,25,Denmark,Danish Superliga
16725,Youssef Maleh,Y. Maleh,Venezia FC,23,Italy,Italian Serie B
16726,Lucas Lionel Dias,L. Dias,Nîmes Olympique,16,France,French Ligue 1
16727,İsmail Ünal,İ. Ünal,Aytemiz Alanyaspor,8,Turkey,Turkish Süper Lig
16728,Dylan Pierias,D. Pierias,Western United FC,5,Australia,Australian Hyundai A-League
16729,José David Guzmán Pinzón,J. Guzmán,Patriotas Boyacá FC,31,Colombia,Colombian Liga Postobón
16730,髙木 和彻,T. Takagiwa,Shimizu S-Pulse,21,Japan,Japanese J. League Division 1
16731,Teddy Howe,T. Howe,Reading,22,England,English League Championship
16732,Matthew Bersano,M. Bersano,San Jose Earthquakes,12,United States,USA Major League Soccer
16733,Christian Dahle Borchgrevink,C. Borchgrevink,Vålerenga Fotball,18,Norway,Norwegian Eliteserien
16734,Marcelo Agustín Miño,M. Miño,Rosario Central,30,Argentina,Argentina Primera División
16735,Joe Rankin-Costello,J. Rankin-Costello,Blackburn Rovers,37,England,English League Championship
16736,Daniel Mushitu,D. Mushitu,AIK,27,Sweden,Swedish Allsvenskan
16737,Dominik Jończy,D. Jończy,Zagłębie Lubin,27,Poland,Polish T-Mobile Ekstraklasa
16738,Firas Tariq Nasser Al-Buraikan,F. Al Birekan,Al Nassr,42,Saudi Arabia,Saudi Abdul L. Jameel League
16739,Muteb Al Hamaad Gharbi Al-Banaqi,M. Al Hamad,Damac FC,42,Saudi Arabia,Saudi Abdul L. Jameel League
16740,조용재 赵永载,Jo Yong Jae,Daegu FC,40,Korea Republic,Korean K League 1
16741,Kevin N'goyi Tshiembe,K. Tshiembe,Lyngby BK,18,Denmark,Danish Superliga
16742,Dean Graeme Campbell,D. Campbell,Aberdeen,24,Scotland,Scottish Premiership
16743,Khaled Al Dubaysh,K. Al Dubaysh,Al Adalah,13,Saudi Arabia,Saudi Abdul L. Jameel League
16744,Lorenz Grabovac,L. Grabovac,spusu SKN St. Pölten,90,Austria,Austrian Football Bundesliga
16745,Oskar Snorre Olsen Frigast,O. Snorre,Lyngby BK,1,Denmark,Danish Superliga
16746,Giles Ene Malachi Phillips,G. Phillips,Wycombe Wanderers,16,United States,English League One
16747,Tyler Jordan Magloire,T. Magloire,Rochdale,21,England,English League One
16748,Joseph Nicholas Grayson,J. Grayson,Blackburn Rovers,35,England,English League Championship
16749,Alexander Benjamin Bradley,A. Bradley,Lincoln City,15,Finland,English League One
16750,Danny McNamara,D. McNamara,Newport County,12,England,English League Two
16751,Johannes Tartarotti,J. Tartarotti,SC Rheindorf Altach,20,Austria,Austrian Football Bundesliga
